section,slug,title,official_url,canonical_doc,action_type,target,implementation_note
langgraph,langgraph/fault-tolerance,Fault tolerance,https://docs.langchain.com/oss/python/langgraph/fault-tolerance,docs/langgraph/fault-tolerance.md,update_existing,03_langgraph/14_fault_tolerance.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/frontend/custom-stream-channels,Custom stream channels,https://docs.langchain.com/oss/python/langgraph/frontend/custom-stream-channels,docs/langgraph/frontend/custom-stream-channels.md,new_integration,08_integration/19_langgraph_custom_stream_channels/,custom stream channels
langgraph,langgraph/frontend/graph-execution,Graph execution,https://docs.langchain.com/oss/python/langgraph/frontend/graph-execution,docs/langgraph/frontend/graph-execution.md,new_integration,08_integration/18_langgraph_frontend_graph_execution/,frontend graph execution controls
langgraph,langgraph/frontend/overview,Overview,https://docs.langchain.com/oss/python/langgraph/frontend/overview,docs/langgraph/frontend/overview.md,new_integration,08_integration/18_langgraph_frontend_graph_execution/,LangGraph frontend integration intro
langgraph,langgraph/functional-api,Functional API overview,https://docs.langchain.com/oss/python/langgraph/functional-api,docs/langgraph/functional-api.md,update_existing,03_langgraph/03_functional_api.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/graph-api,Graph API overview,https://docs.langchain.com/oss/python/langgraph/graph-api,docs/langgraph/graph-api.md,update_existing,03_langgraph/02_graph_api.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/install,Install LangGraph,https://docs.langchain.com/oss/python/langgraph/install,docs/langgraph/install.md,update_existing,01_beginner/00_setup.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/interrupts,Interrupts,https://docs.langchain.com/oss/python/langgraph/interrupts,docs/langgraph/interrupts.md,update_existing,03_langgraph/08_interrupts_and_time_travel.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/local-server,Run a local server,https://docs.langchain.com/oss/python/langgraph/local-server,docs/langgraph/local-server.md,update_existing,03_langgraph/11_local_server.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/observability,LangSmith Observability,https://docs.langchain.com/oss/python/langgraph/observability,docs/langgraph/observability.md,update_existing,03_langgraph/10_production.ipynb; 06_langsmith/02_tracing_agents.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/overview,LangGraph overview,https://docs.langchain.com/oss/python/langgraph/overview,docs/langgraph/overview.md,update_existing,03_langgraph/01_introduction.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/persistence,Persistence,https://docs.langchain.com/oss/python/langgraph/persistence,docs/langgraph/persistence.md,update_existing,03_langgraph/06_persistence_and_memory.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/pregel,LangGraph runtime,https://docs.langchain.com/oss/python/langgraph/pregel,docs/langgraph/pregel.md,update_existing,03_langgraph/13_api_guide_and_pregel.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/quickstart,Quickstart,https://docs.langchain.com/oss/python/langgraph/quickstart,docs/langgraph/quickstart.md,update_existing,03_langgraph/01_introduction.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/sql-agent,Build a custom SQL agent,https://docs.langchain.com/oss/python/langgraph/sql-agent,docs/langgraph/sql-agent.md,update_existing,05_advanced/06_sql_agent.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/stores,Stores,https://docs.langchain.com/oss/python/langgraph/stores,docs/langgraph/stores.md,update_existing,03_langgraph/06_persistence_and_memory.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/streaming,Streaming,https://docs.langchain.com/oss/python/langgraph/streaming,docs/langgraph/streaming.md,update_existing,03_langgraph/07_streaming.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/studio,LangSmith Studio,https://docs.langchain.com/oss/python/langgraph/studio,docs/langgraph/studio.md,update_existing,03_langgraph/10_production.ipynb; 06_langsmith/01_quickstart.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/test,Test,https://docs.langchain.com/oss/python/langgraph/test,docs/langgraph/test.md,new_core,06_langsmith/08_langgraph_testing.ipynb,graph state/checkpointer/replay testing
langgraph,langgraph/thinking-in-langgraph,Thinking in LangGraph,https://docs.langchain.com/oss/python/langgraph/thinking-in-langgraph,docs/langgraph/thinking-in-langgraph.md,update_existing,03_langgraph/01_introduction.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/ui,Agent Chat UI,https://docs.langchain.com/oss/python/langgraph/ui,docs/langgraph/ui.md,update_existing,03_langgraph/10_production.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/use-functional-api,Use the functional API,https://docs.langchain.com/oss/python/langgraph/use-functional-api,docs/langgraph/use-functional-api.md,update_existing,03_langgraph/03_functional_api.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/use-graph-api,Use the graph API,https://docs.langchain.com/oss/python/langgraph/use-graph-api,docs/langgraph/use-graph-api.md,update_existing,03_langgraph/02_graph_api.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/use-subgraphs,Subgraphs,https://docs.langchain.com/oss/python/langgraph/use-subgraphs,docs/langgraph/use-subgraphs.md,update_existing,03_langgraph/09_subgraphs.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/use-time-travel,Use time-travel,https://docs.langchain.com/oss/python/langgraph/use-time-travel,docs/langgraph/use-time-travel.md,update_existing,03_langgraph/08_interrupts_and_time_travel.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
langgraph,langgraph/workflows-agents,Workflows and agents,https://docs.langchain.com/oss/python/langgraph/workflows-agents,docs/langgraph/workflows-agents.md,update_existing,03_langgraph/04_workflows.ipynb,기존 튜토리얼에 공식 canonical reference를 반영
learn,learn,Learn,https://docs.langchain.com/oss/python/learn,docs/learn.md,reference_index,README.md; docs/README.md; docs/verification/2026-06-21-tutorial-update-and-addition-backlog.md,공식 Learn 허브와 로컬 코스 맵 연결
